Title,Publication Number,Status,Country,File Year,Grant Year,Priority Year,Publication Year,Expiration Year,Ultimate Parent,Normalized Assignee,origin,fixed,floating,gravity-based,jacket,monopile,tripod,tripile,suction bucket,tlp,spar,semi-submersible,Region
Skidding system for an offshore installation or vessel,EP2978651,Expired,EP,2014.0,2018.0,2013.0,2016.0,2018.0,Ihc Holland Merwede N.v.,Ihc Holland Ie B.v.,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Power-split planetary gearbox with flexibly mounted hollow and floating sun gears,DE102014215583,Expired,DE,2014.0,,2014.0,2016.0,2017.0,Zf Friedrichshafen Ag,Zf Friedrichshafen Ag,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind turbine for generating electricity with naval technology,EP2982859,Active,EP,2014.0,,2013.0,2016.0,2034.0,Embrevel-empresa Brasileira De Energia Renovavel Ltda,Embrevel-empresa Brasileira De Energia Renovavel Ltda,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Gravity-based foundation for offshore wind turbines,WO2016016481,Expired,WO,2014.0,,2014.0,2016.0,2017.0,"Dragados, S.a.","Dragados, S.a.",True,True,False,True,False,False,False,False,False,False,False,False,Other
Mobile offshore wind turbine,SG10201500718R,Active,SG,2015.0,,2014.0,2015.0,2035.0,"Ting Cheng Co., Ltd., Taiwan","Ting Cheng Co., Ltd., Taiwan",False,True,False,False,False,False,False,False,False,False,False,False,South and South-east Asia
"Device for and method of transferring personnel, equipment and/or structural elements from a surface vessel to an offshore structure",SG11201503273Y,Active,SG,2013.0,,2012.0,2015.0,2033.0,Ihc Holland Merwede N.v.,Ihc Holland Ie B.v.,False,True,False,False,False,False,False,False,False,False,False,False,South and South-east Asia
Offshore facility,SG11201506691P,Active,SG,2014.0,,2013.0,2015.0,2034.0,Tmt,Tmt,False,False,True,False,False,False,False,False,False,False,False,False,South and South-east Asia
Skidding system for an offshore installation or vessel,SG11201508029W,Active,SG,2014.0,,2013.0,2015.0,2034.0,Ihc Holland Merwede N.v.,Ihc Holland Ie B.v.,False,False,False,False,False,False,False,False,False,False,False,False,South and South-east Asia
Ocean driven energy plant,NZ631350,Active,NZ,2010.0,,2009.0,2016.0,2030.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Oceanic
Power generation device floating in the air.,MX2014003917,Active,MX,2014.0,,2014.0,2015.0,2034.0,,,True,False,False,False,False,False,False,False,False,False,False,False,North America
Wind turbine facility,KR101571614,Active,KR,2011.0,2015.0,2011.0,2015.0,2031.0,"Hitachi, Ltd.","Kabushiki Kaisha Hitachi Seisakusho Dba Hitachl, Ltd.",False,True,False,False,False,False,False,False,False,False,False,False,East Asia
The apparatus and method of a proper cost report with nemo cost smart tool at offshore wind farm,KR20160001800,Expired,KR,2014.0,2016.0,2014.0,2016.0,2016.0,"Nemo Capital Partners, LLC","Nemo Capital Partners, LLC",True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Wind turbine for electricity development by ship technology,EA201591637,Active,EA,2014.0,,2013.0,2016.0,2034.0,Embrevel-empresa Brasileira De Energia Renovavel Ltda,Embrevel-empresa Brasileira De Energia Renovavel Ltda,False,True,False,False,False,False,False,False,False,False,False,False,EAPO
Collision and ice preventing device of sea fan,CN105297681,Expired,CN,2015.0,2018.0,2015.0,2016.0,2018.0,New United Group Co Ltd,New United Group Co Ltd,False,True,False,False,False,False,False,False,False,False,False,False,East Asia
Offshore wind plant fan single pile foundation and construction method thereof,CN105297764,Expired,CN,2015.0,2017.0,2015.0,2016.0,2017.0,"Shanghai Investigation, Design And Research Inst.","Shanghai Investigation, Design And Research Inst.",True,True,False,False,False,True,False,False,False,False,False,False,East Asia
Rotor strengthening device of wind driven generator,CN105298740,Expired,CN,2015.0,2018.0,2015.0,2016.0,2018.0,,,False,True,False,False,False,False,False,False,False,False,False,False,East Asia
Offshore wind resource assessment method based on monte carlo operation and maintenance simulation model,CN105303457,Active,CN,2015.0,,2015.0,2016.0,2035.0,Tsinghua University,Tsinghua University,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Navigation clothing is instructed in led rescue,CN205010443,Expired,CN,2015.0,2016.0,2015.0,2016.0,2017.0,"Jiangmen City Pengjiang District Aizhijia Photoelectric Technology Co., Ltd.","Jiangmen City Pengjiang District Aizhijia Photoelectric Technology Co., Ltd.",True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Wind energy is unrestrained to make up multistage power generation facility,CN205013191,Active,CN,2015.0,2016.0,2015.0,2016.0,2025.0,,,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of ups collocation method of marine wind electric field,CN103532224,Active,CN,2013.0,2016.0,2013.0,2016.0,2033.0,Guangdong Power Engineering Corporation Of China Energy Construction Group,Guangdong Power Engineering Corporation Of China Energy Construction Group,False,True,False,False,False,False,False,False,False,False,False,False,East Asia
The full-time journey coupling fatigue analysis method of a kind of offshore wind turbine foundation and system,CN103645065,Active,CN,2013.0,2016.0,2013.0,2016.0,2033.0,"Guodian United Power Technology Co., Ltd.","Guodian United Power Technology Co., Ltd.",False,True,False,False,False,False,False,False,False,False,False,False,East Asia
Heaving diving device used for archipelagic sea,CN105292407,Expired,CN,2015.0,,2015.0,2016.0,2018.0,The First Institute Of Oceanography,The First Institute Of Oceanography,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Integral offshore wind turbine hoisting device achieving multi-freedom-degree compensation,CN105293306,Expired,CN,2015.0,,2015.0,2016.0,2016.0,South China University Of Technology,South China University Of Technology,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Air-floating power generation device,BR102014005282,Expired,BR,2014.0,,2014.0,2016.0,2017.0,,,True,False,False,False,False,False,False,False,False,False,False,False,South America
Tool carrier and cleaning device,GB2529220,Expired,GB,2014.0,,2014.0,2016.0,2017.0,"Gingell, Vaughan","Gingell, Vaughan",True,False,False,False,False,False,False,False,False,False,False,False,Europe
Floating offshore wind power generation facility,EP2985453,Expired,EP,2014.0,2018.0,2013.0,2016.0,2018.0,Toda Corporation,Toda Corporation,False,False,True,False,False,False,False,False,False,False,True,False,Europe
Multi-turbine wind power platform for off-shore applications,SE1450889,Expired,SE,2014.0,,2014.0,2016.0,2018.0,Hexicon Ab,Hexicon Ab,True,True,False,False,True,False,False,False,False,False,False,False,Europe
"Universal wind-hydro power plant uvgsu ""gaz-gaf""",RU2014125952,Expired,RU,2014.0,2016.0,2014.0,2016.0,2016.0,,,True,True,False,False,False,False,False,False,False,False,False,False,EAPO
Wind turbine generator system,JP2016020663,Expired,JP,2014.0,2018.0,2014.0,2016.0,2018.0,"Hitachi, Ltd.",Hitachi Ltd,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Construction method of offshore structure,JP2016022783,Expired,JP,2014.0,2015.0,2014.0,2016.0,2015.0,Modec Inc A Company Of Japan,Modec Inc A Company Of Japan,False,False,True,False,False,False,False,False,False,False,True,False,East Asia
Motion control of a floating wind turbine.,JP2016500425,Expired,JP,2013.0,2019.0,2012.0,2016.0,2019.0,Equinor Asa,Statoil Petroleum As,False,False,True,False,False,False,False,False,False,False,False,False,East Asia
A support structure for supporting an offshore wind turbine,DK2596240,Active,DK,2011.0,2016.0,2010.0,2016.0,2031.0,Paul A Frieze & Associates Ltd,Paul A Frieze & Associates Ltd,False,False,True,False,False,False,False,False,False,False,False,False,Europe
Wind turbine installation platform,DK2868915,Active,DK,2010.0,2016.0,2009.0,2016.0,2030.0,Senvion Se,Senvion Ag,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Offshore wind power generation machine,CN205025691,Expired,CN,2015.0,2016.0,2015.0,2016.0,2017.0,,,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Offshore wind turbine installation,CN105314069,Expired,CN,2010.0,2019.0,2009.0,2016.0,2019.0,Itrec B.v.,Itrec B.v.,False,True,False,False,False,False,False,False,False,False,False,False,East Asia
Floating wind turbine structure,EP2986848,Expired,EP,2014.0,2018.0,2013.0,2016.0,2018.0,,,False,False,True,False,False,False,False,False,False,False,False,False,Europe
Air-cushioned small hydraulic power generating device,EP2987997,Expired,EP,2014.0,,2013.0,2016.0,2016.0,,,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Transformer,EP2988310,Expired,EP,2013.0,2018.0,2013.0,2016.0,2018.0,"Hitachi, Ltd.","Hitachi Industrial Equipment Systems Co., Ltd.",False,True,False,False,False,False,False,False,False,False,False,False,Europe
Floating wind turbine structure,JP2016504526,Expired,JP,2013.0,,2013.0,2016.0,2018.0,,,False,False,True,False,False,False,False,False,False,False,False,False,East Asia
Mounting platform for wind power installations,ES2559837,Active,ES,2010.0,2016.0,2009.0,2016.0,2030.0,Senvion Se,Senvion Ag,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Work platform for a offshore wind power plant and method of manufacturing it,ES2559958,Active,ES,2011.0,2016.0,2011.0,2016.0,2031.0,Orano Sa,Areva Wind Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Eider down weight box structure,CN104111107,Active,CN,2014.0,2016.0,2014.0,2016.0,2034.0,Suzhou Biyangte Garment Equipment Co Ltd Co Ltd,Suzhou Biyangte Garment Equipment Co Ltd Co Ltd,False,False,False,False,False,False,False,False,False,False,False,False,East Asia
An assembly of a tower and a monopile,CN105339555,Active,CN,2014.0,,2013.0,2016.0,2034.0,Ihc Holland Merwede N.v.,Ihc Holland Ie B.v.,False,True,False,False,False,True,False,False,False,False,False,False,East Asia
Offshore wind turbine generator,BRPI1001231,Expired,BR,2010.0,,2010.0,2016.0,2016.0,"Mitsubishi Heavy Industries, Ltd.","Mitsubishi Heavy Industries, Ltd.",False,True,False,False,True,False,False,False,False,False,False,False,South America
Skidding system for an offshore installation or vessel,US20160052606,Expired,US,2014.0,2018.0,2013.0,2016.0,2018.0,Ihc Holland Merwede N.v.,Ihc Holland Ie B.v.,False,False,False,False,False,False,False,False,False,False,False,False,North America
System and method for transporting and testing a crane intended for use in an offshore wind turbine,US20160052754,Expired,US,2014.0,2018.0,2013.0,2016.0,2018.0,Senvion Se,Senvion Se,False,True,False,False,False,False,False,False,False,False,False,False,North America
Offshore foundation,EP2440710,Active,EP,2010.0,2016.0,2009.0,2016.0,2030.0,Keystone Engineering,Keystone Engineering Inc Louisiana,False,True,False,False,False,False,False,False,False,False,False,False,Europe
An off-shore wind turbine with a thermal conditioning system,EP2639451,Active,EP,2013.0,2016.0,2012.0,2016.0,2033.0,Adwen Offshore S.l.,Adwen Offshore S.l.,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Foundation structure for offshore wind turbine tower and offshore wind turbine installation vessel,KR20160007691,Expired,KR,2014.0,2016.0,2014.0,2016.0,2016.0,"Samsung Heavy Industries Co.,ltd","Samsung Heavy Ind. Co.,ltd",True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Support structure of offshore wind turbines and construction method thereof,KR20160007698,Expired,KR,2014.0,2016.0,2014.0,2016.0,2016.0,Konkuk University,"Konkuk University Industrial Cooperation Corp., Ko",True,True,False,False,False,True,False,False,False,False,False,False,East Asia
Foundation structure for offshore wind turbine tower and offshore wind turbine installation vessel,KR20160007711,Expired,KR,2014.0,2016.0,2014.0,2016.0,2016.0,"Samsung Heavy Industries Co.,ltd","Samsung Heavy Ind. Co.,ltd",True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Floating wind turbine structure,KR20160008167,Expired,KR,2014.0,,2013.0,2016.0,2020.0,,,False,False,True,False,False,False,False,False,False,False,False,False,East Asia
Tilt damping of a floating wind turbine,KR20160009662,Expired,KR,2014.0,2018.0,2013.0,2016.0,2018.0,Mhi Vestas Offshore Wind As,Mhi Vestas Offshore Wind As,False,False,True,False,False,False,False,False,False,False,False,False,East Asia
Floating structure for constructing wind power plant,KR101584560,Expired,KR,2010.0,2016.0,2010.0,2016.0,2019.0,Daewoo Shipbuilding & Marine Engineering,Daewoo Shipbuilding & Marine Engineering,False,False,False,False,False,False,False,False,False,False,False,False,East Asia
Working platform for an offshore wind energy plant and method for manufacturing the same,KR101586596,Active,KR,2012.0,2016.0,2011.0,2016.0,2032.0,Orano Sa,Areva Wind Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,East Asia
Floating wind power generator and method of conveying parts of the device,JP5860976,Expired,JP,2012.0,2016.0,2012.0,2016.0,2018.0,Mhi Vestas Offshore Wind As,Mhi Vestas Offshore Wind As,False,False,True,False,False,False,False,False,False,False,False,False,East Asia
Method for assembling and transporting offshore wind turbines,JP5866400,Expired,JP,2014.0,2016.0,2013.0,2016.0,2019.0,Envision Group,Envision Energy Denmark Aps,False,True,False,False,False,False,False,False,False,False,False,False,East Asia
A method to dampen tower vibrations in a wind turbine installation,ES2560504,Active,ES,2006.0,2016.0,2005.0,2016.0,2026.0,Hywind As,Hywind As,False,False,True,False,False,False,False,False,False,False,False,False,Europe
